CONAME,address,lat,lon,distance
FLOTEK INDUSTRIES INC,"10603 West Sam Houston Parkway North, Suite 300, Houston, TX, 77064",29.9203,-95.55796,1966.810225863609 km
ALLSTATE CORP,"2775 Sanders Road, Northbrook, IL, 60062",42.10102,-87.87035,983.7825411409148 km
PAPA JOHNS INTERNATIONAL INC,"2002 Papa Johns Boulevard, Louisville, KY, 40299",38.21362,-85.53173000000001,743.9078244823446 km
GENTHERM INC,"21680 Haggerty Road, Suite 101, Northville, MI, 48167",42.44862,-83.43298,668.8372318086929 km
FLIR SYSTEMS INC,"27700 SW Parkway Avenue, Wilsonville, OR, 97070",45.32031,-122.76521000000001,3796.1331030888773 km
STONE ENERGY CORP,"625 East Kaliste Saloom Road, Lafayette, LA, 70508",30.19724,-92.00536,1675.2554008534535 km
BRINKS CO,"1801 Bayberry Court, PO Box 18100, Richmond, VA, 23226",37.60781,-77.53209,149.54698803234243 km
POST PROPERTIES INC,"4401 Northside Parkway, Suite 800, Atlanta, GA, 30327",33.87042,-84.44996,867.4240885239034 km
CAMDEN PROPERTY TRUST,"11 Greenway Plaza, Suite 2400, Houston, TX, 77046",29.7322,-95.43531999999999,1969.336781921184 km
MONARCH CASINO & RESORT INC,"3800 South Virginia Street, Reno, NV, 89502",39.48895,-119.79358,3658.8406546643655 km
EQUITY RESIDENTIAL,"Two North Riverside Plaza, Chicago, IL, 60606",41.88321,-87.63855,958.2918480640756 km
BORGWARNER INC,"3850 Hamlin Road, Auburn Hills, MI, 48326",42.64598,-83.21095,666.6106656520273 km
SPARTANNASH CO,"850 76th Street, S.W., PO Box 8700, Grand Rapids, MI, 49518",42.82614,-85.66551,847.4844664136683 km
SAUL CENTERS INC,"7501 Wisconsin Avenue, Suite 1500, Bethesda, MD, 20814",38.98532,-77.09396,10.844571610497706 km
ARRIS INTERNATIONAL PLC,"3871 Lakefield Drive, Suwanee, GA, 30024",34.06463,-84.15489000000001,832.7494896673253 km
KEURIG GREEN MOUNTAIN INC,"33 Coffee Lane, Waterbury, VT, 5676",44.33682,-72.7543,701.5003631439841 km
COLONIAL PROPERTIES TRUST,"569 Brookwood Village, Suite 851, Birmingham, AL, 35209",33.47061,-86.77107,1061.5737119980838 km
BARNES & NOBLE INC,"122 Fifth Avenue, New York, NY, 10011",40.73843,-73.99249,331.32028737561757 km
MARRIOTT INTL INC,"10400 Fernwood Road, Bethesda, MD, 20817",39.0247,-77.13814,16.526008271280052 km
ULTRATECH INC,"3050 Zanker Road, San Jose, CA, 95134",37.39852,-121.93083,3898.4799901497627 km
BELDEN INC,"1 North Brentwood Boulevard, 15th Floor, St. Louis, MO, 63105",38.65104,-90.34143,1155.317599091323 km
BOYD GAMING CORP,"3883 Howard Hughes Parkway, Ninth Floor, Las Vegas, NV, 89169",36.11866,-115.1583,3359.9824305196025 km
DECKERS OUTDOOR CORP,"250 Coromar Drive, Goleta, CA, 93117",34.42873,-119.86288,3825.389026986797 km
COSTCO WHOLESALE CORP,"999 Lake Drive, Issaquah, WA, 98027",47.54874,-122.05081000000001,3724.8761941198504 km
LEXINGTON REALTY TRUST,"One Penn Plaza, Suite 4015, New York, NY, 10119",40.75099,-73.99061,332.2898027591552 km
REGENCY CENTERS CORP,"One Independent Drive, Suite 114, Jacksonville, FL, 32202",30.32495,-81.65630999999999,1040.6425405967138 km
FIRST FINL BANKSHARES INC,"400 Pine Street, Abilene, TX, 79601",32.45284,-99.7331,2168.4721864373346 km
PATTERSON-UTI ENERGY INC,"450 Gears Road, Suite 500, Houston, TX, 77067",29.94673,-95.4214,1954.365577560774 km
INCYTE CORP,"1801 Augustine Cut-Off, Wilmington, DE, 19803",39.763729999999995,-75.55275999999999,160.1839222658801 km
GIBRALTAR INDUSTRIES INC,"3556 Lake Shore Road, PO Box 2028, Buffalo, NY, 14219",42.79197,-78.84924000000001,458.5944654541875 km
ITRON INC,"2111 North Molter Road, Liberty Lake, WA, 99019",47.674929999999996,-117.09109,3352.056518144571 km
URBAN OUTFITTERS INC,"5000 South Broad Street, Philadelphia, PA, 19112",39.889379999999996,-75.17616,194.5854919406333 km
UNIVERSAL FOREST PRODS INC,"2801 East Beltline Avenue, NE, Grand Rapids, MI, 49525",43.013909999999996,-85.59178,852.2629676184599 km
ASSOCIATED ESTATES RLTY CORP,"1 AEC Parkway, Richmond Heights, OH, 44143",41.56978,-81.49303,481.267176856767 km
NEWFIELD EXPLORATION CO,"4 Waterway Square Place, Suite 100, The Woodlands, TX, 77380",30.16028,-95.45639,1943.4973128572829 km
FORWARD AIR CORP,"430 Airport Road, Greeneville, TN, 37745",36.19291,-82.81118000000001,591.7165490058701 km
BOSTON PRIVATE FINL HOLDINGS,"Ten Post Office Square, Boston, MA, 2109",42.35735,-71.05619,635.1785416927664 km
VIAVI SOLUTIONS INC,"430 North McCarthy Boulevard, Milpitas, CA, 95035",37.43522,-121.92128000000001,3896.50694805003 km
ASTORIA FINANCIAL CORP,"One Astoria Bank Plaza, Lake Success, NY, 11042",40.758829999999996,-73.68921,353.4008911328309 km
NEW YORK CMNTY BANCORP INC,"615 Merrick Avenue, Westbury, NY, 11590",40.73884,-73.58483000000001,359.45400907816696 km
MADDEN STEVEN LTD,"52-16 Barnett Avenue, Long Island City, NY, 11104",40.749790000000004,-73.91031,337.63365360980947 km
SIMON PROPERTY GROUP INC,"225 West Washington Street, Indianapolis, IN, 46204",39.76644,-86.16273000000001,792.2089967209122 km
EASTMAN CHEMICAL CO,"200 South Wilcox Drive, Kingsport, TN, 37662",36.53553,-82.55096999999999,552.0712352265699 km
MEDIFAST INC,"11445 Cronhill Drive, Owings Mills, MD, 21117",39.43931,-76.77374,64.34417563525317 km
HAIN CELESTIAL GROUP INC,"1111 Marcus Avenue, Lake Success, NY, 11042",40.75703,-73.70087,352.47784774409683 km
CELADON GROUP INC,"9503 East 33rd Street, Indianapolis, IN, 46235",39.81605,-85.99928,778.6692965519109 km
MID-AMERICA APT CMNTYS INC,"6584 Poplar Avenue, Memphis, TN, 38138",35.09964,-89.84300999999999,1213.8542843084797 km
DAKTRONICS INC,"201 Daktronics Drive, Brookings, SD, 57006",44.3072,-96.7563,1744.7907897523503 km
HEALTH NET INC,"21650 Oxnard Street, Woodland Hills, CA, 91367",34.17877,-118.60098,3726.0698794676846 km
DSP GROUP INC,"161 South San Antonio Road, Suite 10, Los Altos, CA, 94022",37.3802,-122.11353999999999,3914.5640854428025 km
MARTIN MARIETTA MATERIALS,"2710 Wycliff Road, Raleigh, NC, 27607-3033",35.82,-78.6901,371.56630121279795 km
MOBILE MINI INC,"4646 East Van Buren Street, Suite 400, Phoenix, AZ, 85008",33.45232,-111.98456999999999,3181.2953414451795 km
TRACTOR SUPPLY CO,"5401 Virginia Way, Brentwood, TN, 37027",36.03154,-86.81341,920.7929303739431 km
ALBEMARLE CORP,"451 Florida Street, Baton Rouge, LA, 70801",30.449509999999997,-91.18649,1596.679464793245 km
QLOGIC CORP,"26650 Aliso Viejo Parkway, Aliso Viejo, CA, 92656",33.57627,-117.73062,3674.490453911146 km
INVESCO LTD,"Two Peachtree Pointe, 1555 Peachtree Street, North East, Suite 1800, Atlanta, 30309",33.79718,-84.38869,868.7229627119299 km
WESTROCK CO,"501 South 5th Street, Richmond, VA, 23219",37.535990000000005,-77.44198,155.21819446696347 km
MACERICH CO,"401 Wilshire Boulevard, Suite 700, Santa Monica, CA, 90401",34.019290000000005,-118.49817,3723.380730743669 km
OLYMPIC STEEL INC,"5096 Richmond Road, Bedford Heights, OH, 44146",41.421409999999995,-81.49871999999999,472.01838981161814 km
AVALONBAY COMMUNITIES INC,"Ballston Tower, 671 North Glebe Road, Suite 800, Arlington, VA, 22203",38.87867,-77.1113,6.641433059100728 km
TOWERS WATSON & CO,"901 North Glebe Road, Arlington, VA, 22203",38.881190000000004,-77.11506,6.87167944461991 km
CIBER INC,"6312 S Fiddler's Green Circle, Suite 600 E, Greenwood Village, CO, 80111",39.60325,-104.89335,2396.0476682294902 km
COPART INC,"14185 Dallas Parkway, Suite 300, Dallas, TX, 75254",32.93902,-96.82291,1899.2883849950717 km
SCANSOURCE INC,"6 Logue Court, Greenville, SC, 29615",34.85542,-82.24713,645.4208349671687 km
MOTORCAR PARTS OF AMER INC,"2929 California Street, Torrance, CA, 90503",33.8424,-118.33764,3716.4431663651317 km
AK STEEL HOLDING CORP,"9227 Centre Pointe Drive, West Chester, OH, 45069",39.32747,-84.42811999999999,640.699996380733 km
PROLOGIS INC,"Pier 1, Bay 1, San Francisco, CA, 94111",37.794509999999995,-122.39962,3925.7740833674557 km
EAGLE MATERIALS INC,"3811 Turtle Creek Boulevard, Suite 1100, Dallas, TX, 75219",32.81389,-96.8006,1903.532977793656 km
AGREE REALTY CORP,"70 East Long Lake Road, Bloomfield Hills, MI, 48304",42.58375,-83.24273000000001,664.6254996923088 km
NEKTAR THERAPEUTICS,"455 Mission Bay Boulevard South, San Francisco, CA, 94158",37.77044,-122.38851000000001,3925.580969446624 km
INVESTMENT TECHNOLOGY GP INC,"One Liberty Plaza, 165 Broadway, New York, NY, 10006",40.71028,-74.01276999999999,328.071196882338 km
AMERIS BANCORP,"310 First Street, SE, Moultrie, GA, 31768",31.17635,-83.788,1054.277098101339 km
SIMPSON MANUFACTURING INC,"5956 West Las Positas Boulevard, Pleasanton, CA, 94588",37.68325,-121.89934,3886.8799676029057 km
ESSEX PROPERTY TRUST,"925 East Meadow Drive, Palo Alto, CA, 94303",37.42872,-122.10773999999999,3912.5285422043276 km
HIGHWOODS PROPERTIES INC,"3100 Smoketree Court, Suite 600, Raleigh, NC, 27604",35.81899,-78.60685,368.83091816430306 km
LIBERTY PROPERTY TRUST,"Great Valley Corporate Center, 500 Chesterfield Parkway, Malvern, PA, 19355",40.06313,-75.53864,182.75117475001193 km
GREENBRIER COMPANIES INC,"One Centerpointe Drive, Suite 200, Lake Oswego, OR, 97035",45.421890000000005,-122.73958999999999,3793.0310387847676 km
MATTHEWS INTL CORP  -CL A,"Two NorthShore Center, Pittsburgh, PA, 15212",40.44891,-80.02405999999999,308.63110970124205 km
APARTMENT INVST & MGMT CO,"4582 South Ulster Street, Suite 1100, Denver, CO, 80237",39.63304,-104.89854,2396.083871065667 km
GEO GROUP INC,"One Park Place, Suite 700, 621 Northwest 53rd Street, Boca Raton, FL, 33487",26.39718,-80.09539000000001,1415.3992111826822 km
HOME PROPERTIES INC,"850 Clinton Square, Rochester, NY, 14604",43.14049,-77.59668,473.5108554845144 km
ADTRAN INC,"901 Explorer Boulevard, Huntsville, AL, 35806",34.72579,-86.68024,976.2101707878865 km
AMEDISYS INC,"5959 South Sherwood Forest Boulevard, Baton Rouge, LA, 70816",30.40144,-91.0521,1590.1990696201335 km
MACK-CALI REALTY CORP,"343 Thornall Street, Edison, NJ, 8837",40.56068,-74.33574,296.2677155453049 km
DARLING INGREDIENTS INC,"251 O'Connor Ridge Boulevard, Suite 300, Irving, TX, 75038",32.86777,-96.95099,1913.5232152639392 km
SIRIUS XM HOLDINGS INC,"1221 Avenue of the Americas, 36th Floor, New York, NY, 10020",40.75444,-73.98434,332.9431757382467 km
RELIANCE STEEL & ALUMINUM CO,"350 South Grand Avenue, Suite 5100, Los Angeles, CA, 90071",34.051559999999995,-118.25152,3700.7983904977004 km
REALTY INCOME CORP,"11995 El Camino Real, San Diego, CA, 92130",32.93773,-117.23708,3657.800473369084 km
KNIGHT TRANSPORTATION INC,"20002 North 19th Avenue, Phoenix, AZ, 85027",33.66786,-112.10117,3182.8831358530397 km
NORTHWEST BANCSHARES INC,"100 Liberty Street, Warren, PA, 16365",41.84458,-79.14699,372.9824515891645 km
CAPITAL ONE FINANCIAL CORP,"1680 Capital One Drive, McLean, VA, 22102",38.92411,-77.21311999999999,15.408713940664589 km
STILLWATER MINING CO,"26 West Dry Creek Circle, Suite 400, Littleton, CO, 80120",39.58021,-104.99098000000001,2404.6869424760193 km
NUTRISYSTEM INC,"Fort Washington Executive Center, 600 Office Center Drive, Fort Washington, PA, 19034",40.14416,-75.17628,211.64863484043627 km
HANMI FINANCIAL CORP,"3660 Wilshire Boulevard, Penthouse Suite A, Los Angeles, CA, 90010",34.06123,-118.30498,3705.044213370014 km
INSIGHT ENTERPRISES INC,"6820 South Harl Avenue, Tempe, AZ, 85283",33.357209999999995,-111.96831,3183.6929668962116 km
RENT-A-CENTER INC,"5501 Headquarters Drive, Plano, TX, 75024",33.084590000000006,-96.81329000000001,1891.4618718730308 km
BROOKS AUTOMATION INC,"15 Elizabeth Drive, Chelmsford, MA, 1824",42.58559,-71.32202,632.8685500061902 km
INTL FCSTONE INC,"708 Third Avenue, 15th Floor, Suite 1500, New York, NY, 10017",40.74975,-73.97514,333.2473339114902 km
ACI WORLDWIDE INC,"3520 Kraft Road, Suite 3000, Naples, FL, 34105",26.209120000000002,-81.74664,1474.364833871429 km
DOLLAR TREE INC,"500 Volvo Parkway, Chesapeake, VA, 23320",36.76811,-76.24167,246.55877995802334 km
NATIONAL INSTRUMENTS CORP,"11500 North MoPac Expressway, Austin, TX, 78759",30.40805,-97.72565999999999,2110.586061837532 km
MB FINANCIAL INC/MD,"800 West Madison Street, Chicago, IL, 60607",41.88201,-87.64761999999999,958.9745567318463 km
HARMONIC INC,"4300 North First Street, San Jose, CA, 95134",37.42138,-121.96078,3900.2960146180276 km
DARDEN RESTAURANTS INC,"1000 Darden Center Drive, Orlando, FL, 32837",28.41835,-81.42492,1231.034713744234 km
FEI CO,"5350 NE Dawson Creek Drive, Hillsboro, OR, 97124",45.54372,-122.92967,3806.5250921049633 km
RESMED INC,"9001 Spectrum Center Boulevard, San Diego, CA, 92123",32.8256,-117.13421000000001,3653.564146441201 km
CAMERON INTERNATIONAL CORP,"1333 West Loop South, Suite 1700, Houston, TX, 77027",29.75484,-95.45444,1969.36172722436 km
DISH NETWORK CORP,"9601 South Meridian Boulevard, Englewood, CO, 80112",39.54506,-104.85536,2393.613511471585 km
HAWAIIAN HOLDINGS INC,"3375 Koapaka Street, Suite G-350, Honolulu, HI, 96819",21.3363,-157.91742,7787.048304991771 km
SOVRAN SELF STORAGE INC,"6467 Main Street, Williamsville, NY, 14221",42.96501,-78.71244,473.14426642642525 km
WABTEC CORP,"1001 Air Brake Avenue, Wilmerding, PA, 15148",40.3951,-79.80989,290.17690519286447 km
SUNEDISON INC,"13736 Riverport Drive, Maryland Heights, MO, 63043",38.75472,-90.46653,1165.0983928451883 km
ATLAS AIR WORLDWIDE HLDG INC,"2000 Westchester Avenue, Purchase, NY, 10577",41.014379999999996,-73.7168,368.4724636647396 km
INTEGRA LIFESCIENCES HLDGS,"311 Enterprise Drive, Plainsboro, NJ, 8536",40.32777,-74.58341999999999,263.9271349476115 km
HOSPITALITY PROPERTIES TRUST,"Two Newton Place, 255 Washington Street, Newton, MA, 2458",42.35801,-71.18401999999999,626.6519576490596 km
MEDNAX INC,"1301 Concord Terrace, Sunrise, FL, 33323",26.1338,-80.34208000000001,1448.8085243352 km
EVEREST RE GROUP LTD,"Seon Place, 4nd Floor, 141 Front Street, Hamilton, HM DX",,,
RENAISSANCERE HOLDINGS LTD,"Renaissance House, 12 Crow Lane, Pembroke, HM 19",42.093990000000005,-70.79014000000001,637.3544419371985 km
HANOVER INSURANCE GROUP INC,"440 Lincoln Street, Worcester, MA, 1653",42.29197,-71.78081,583.0234182009276 km
DIAMOND OFFSHRE DRILLING INC,"15415 Katy Freeway, Suite 100, Houston, TX, 77094",29.783640000000002,-95.65581999999999,1983.30313812546 km
POOL CORP,"109 Northpark Boulevard, Covington, LA, 70433",30.441809999999997,-90.08746,1517.2097089283018 km
DAVITA HEALTHCARE PARTNERS,"2000 16th Street, Denver, CO, 80202",39.75356,-105.00388999999998,2403.4507002402415 km
BANNER CORP,"10 South First Avenue, Walla Walla, WA, 99362",46.066590000000005,-118.33778000000001,3446.6932580199464 km
SCHEIN (HENRY) INC,"135 Duryea Road, Melville, NY, 11747",40.7682,-73.41801,373.0364550672299 km
SANDISK CORP,"951 SanDisk Drive, Milpitas, CA, 95035",37.41965,-121.92291000000002,3897.138109791483 km
SCHWEITZER-MAUDUIT INTL INC,"100 North Point Center East, Suite 600, Alpharetta, GA, 30022-8246",34.04486,-84.29921999999999,844.1282388664663 km
LEXMARK INTL INC  -CL A,"One Lexmark Centre Drive, 740 West New Circle Road, Lexington, KY, 40550",38.07376,-84.49045,656.3728413626166 km
ADVANCED ENERGY INDS INC,"1625 Sharp Point Drive, Fort Collins, CO, 80525",40.565709999999996,-105.03075,2396.7030610653464 km
LAUDER (ESTEE) COS INC -CL A,"767 Fifth Avenue, New York, NY, 10153",40.76385,-73.97296,334.3407476256218 km
WATERS CORP,"34 Maple Street, Milford, MA, 1757",42.13547,-71.48181,592.2689137564067 km
HEADWATERS INC,"10701 South River Front Parkway, Suite 300, South Jordan, UT, 84095",40.55684,-111.91103000000001,2975.8443407938557 km
BOSTON BEER INC  -CL A,"One Design Center Place, Suite 850, Boston, MA, 2210",42.34422,-71.03437,635.8103158784762 km
NETAPP INC,"495 East Java Drive, Sunnyvale, CA, 94089",37.41021,-122.01155,3904.9572552764535 km
PAREXEL INTERNATIONAL CORP,"195 West Street, Waltham, MA, 2451",42.39236,-71.27305,622.9926809881115 km
CITRIX SYSTEMS INC,"851 West Cypress Creek Road, Fort Lauderdale, FL, 33309",26.20381,-80.15531,1437.5683455002088 km
MSC INDUSTRIAL DIRECT  -CL A,"75 Maxess Road, Melville, NY, 11747",40.777190000000004,-73.41134,374.04960454233844 km
HARTFORD FINANCIAL SERVICES,"One Hartford Plaza, Hartford, CT, 6155",41.76932,-72.68619,488.22124829037085 km
IMPAX LABORATORIES INC,"30831 Huntwood Avenue, Hayward, CA, 94544",37.61546,-122.05546000000001,3902.2144853943864 km
SIZMEK INC,"500 West 5th Street, Suite 900, Austin, TX, 78701",30.26867,-97.74784,2120.6333426875667 km
ALEXION PHARMACEUTICALS INC,"100 College Street, New Haven, CT, 6510",41.30384,-72.93132,440.4136256859667 km
CSG SYSTEMS INTL INC,"9555 Maroon Circle, Englewood, CO, 80112",39.54163,-104.85786,2393.874596499882 km
IRON MOUNTAIN INC,"One Federal Street, Boston, MA, 2110",42.354859999999995,-71.05641999999999,635.003582658949 km
HUB GROUP INC  -CL A,"2000 Clearwater Drive, Oak Brook, IL, 60523",41.8505,-87.93168,980.6263831733654 km
CENTURY ALUMINUM CO,"One South Wacker Drive, Suite 1000, Chicago, IL, 60606",41.879329999999996,-87.63676,958.0255992905804 km
YAHOO INC,"701 First Avenue, Sunnyvale, CA, 94089",37.418240000000004,-122.02511000000001,3905.852667102816 km
DEAN FOODS CO,"2711 North Haskell Avenue, Suite 3400, Dallas, TX, 75204",32.80702,-96.79285,1903.220989154574 km
CARBO CERAMICS INC,"Energy Center II, 575 North Dairy Ashford, Suite 300, Houston, TX, 77079",29.7861,-95.61574,1979.9939059863568 km
POLYCOM INC,"6001 America Center Drive, San Jose, CA, 95002",37.41706,-121.97901999999999,3901.9803130718687 km
SYKES ENTERPRISES INC,"400 North Ashley Drive, Suite 2800, Tampa, FL, 33602",27.94705,-82.46045,1314.3829977226565 km
FTI CONSULTING INC,"1101 K Street NW, Washington, DC, 20005",38.90286,-77.02758,1.1246233437805753 km
TUPPERWARE BRANDS CORP,"14901 South Orange Blossom Trail, Orlando, FL, 32837",28.34788,-81.40391,1237.8254471420948 km
SOUTHSIDE BANCSHARES INC,"1201 South Beckham Avenue, Tyler, TX, 75701",32.33504,-95.29075999999999,1802.5257304901675 km
AFFYMETRIX INC,"3420 Central Expressway, Santa Clara, CA, 95051",37.37498,-121.99032,3904.2758391858697 km
ANSYS INC,"Southpointe, 2600 ANSYS Drive, Canonsburg, PA, 15317",40.27172,-80.16506,308.8541981387722 km
GENESEE & WYOMING INC  -CL A,"20 West Avenue, Darien, CT, 6820",41.07741,-73.4705,389.1108624242919 km
DIME COMMUNITY BANCSHARES,"209 Havemeyer Street, Brooklyn, NY, 11211",40.709740000000004,-73.9584,331.724031964751 km
FACTSET RESEARCH SYSTEMS INC,"601 Merritt 7, 3rd Floor, Norwalk, CT, 6851",41.09217,-73.42011,393.4747672368397 km
STRAYER EDUCATION INC,"2303 Dulles Station Boulevard, Herndon, VA, 20171",38.959340000000005,-77.41513,33.35006411912206 km
TELETECH HOLDINGS INC,"9197 South Peoria Street, Englewood, CO, 80112",39.54922,-104.84359,2392.551837035666 km
LAMAR ADVERTISING CO  -CL A,"5321 Corporate Boulevard, Baton Rouge, LA, 70808",30.42561,-91.13483000000001,1594.5650674861859 km
GUESS INC,"1444 South Alameda Street, Los Angeles, CA, 90021",34.02366,-118.23738999999999,3700.6633006886254 km
E TRADE FINANCIAL CORP,"1271 Avenue of the Americas, 14th Floor, New York, NY, 10020",40.71938,-74.00514,329.19345376785435 km
STERICYCLE INC,"28161 North Keith Drive, Lake Forest, IL, 60045",42.27189,-87.9025,992.1968017978045 km
ABERCROMBIE & FITCH  -CL A,"6301 Fitch Path, New Albany, OH, 43054",40.09069,-82.77765,511.0198364333691 km
ENDO INTERNATIONAL PLC,"Minerva House, Simmonscourt Road, Ballsbridge, Dublin, 4",53.343619999999994,-6.22203,5459.419056727401 km
SPECTRUM PHARMACEUTICALS INC,"11500 South Eastern Avenue, Suite 240, Henderson, NV, 89052",35.9819,-115.09983999999999,3359.3888367626187 km
ROFIN SINAR TECHNOLOGIES INC,"40984 Concept Drive, Plymouth, MI, 48170",42.37532,-83.43936,664.7585078775861 km
NAVIGANT CONSULTING INC,"30 South Wacker Drive, Suite 3550, Chicago, IL, 60606",41.88086,-87.63749,958.1324940016011 km
BJ'S RESTAURANTS INC,"7755 Center Avenue, Suite 300, Huntington Beach, CA, 92647",33.73471,-117.99498999999999,3691.059081317343 km
HIBBETT SPORTS INC,"2700 Milan Court, Birmingham, AL, 35211",33.43053,-86.88651999999999,1072.8071019194622 km
WINTRUST FINANCIAL CORP,"9700 West Higgins Road, Suite 800, Rosemont, IL, 60018",41.99498,-87.87013,980.2690394684416 km
STAGE STORES INC,"10201 Main Street, Houston, TX, 77025",29.67328,-95.42871,1972.6629619788548 km
TRIUMPH GROUP INC,"899 Cassatt Road, Suite 210, Berwyn, PA, 19312",40.062979999999996,-75.45926,187.62463439999286 km
NATIONAL OILWELL VARCO INC,"7909 Parkwood Circle Drive, Houston, TX, 77036",29.692120000000003,-95.55448,1981.2788957594216 km
INGRAM MICRO INC,"1600 East St. Andrew Place, Santa Ana, CA, 92705",33.72211,-117.84811,3678.8474821065793 km
UNITED NATURAL FOODS INC,"313 Iron Horse Way, Providence, RI, 2908",41.828790000000005,-71.43186999999999,576.6366196972631 km
EPLUS INC,"13595 Dulles Technology Drive, Herndon, VA, 20171",38.95301,-77.41596,33.28510518752423 km
STEEL DYNAMICS INC,"7575 West Jefferson Boulevard, Fort Wayne, IN, 46804",41.04142,-85.24115,739.7169113624658 km
FORRESTER RESEARCH INC,"60 Acorn Park Drive, Cambridge, MA, 2140",42.39761,-71.14913,631.5602319140169 km
VIASAT INC,"6155 El Camino Real, Carlsbad, CA, 92009",33.12688,-117.26681,3652.551506130221 km
DELTIC TIMBER CORP,"210 East Elm Street, PO Box 7200, El Dorado, AR, 71731",33.21281,-92.6624,1539.8202213052925 km
MONSTER WORLDWIDE INC,"Building 15, 133 Boston Post Road, Weston, MA, 2493",42.37092,-71.2745,621.4794569220146 km
QUEST DIAGNOSTICS INC,"3 Giralda Farms, Madison, NJ, 7940",40.77024,-74.43895,304.52490132135654 km
LITHIA MOTORS INC  -CL A,"150 North Bartlett Street, Medford, OR, 97501",42.32848,-122.87218999999999,3850.3553110858893 km
WILSHIRE BANCORP INC,"3200 Wilshire Boulevard, Los Angeles, CA, 90010",34.06175,-118.30035,3704.623697204682 km
DXP ENTERPRISES INC,"7272 Pinemont, Houston, TX, 77040",29.8419,-95.50092,1967.3692396127385 km
CAL-MAINE FOODS INC,"3320 Woodrow Wilson Avenue, Jackson, MS, 39209",32.32685,-90.2238,1397.310481762605 km
INSPERITY INC,"19001 Crescent Springs Drive, Kingwood, TX, 77339",30.04904,-95.25013,1934.3253444101485 km
KILROY REALTY CORP,"12200 West Olympic Boulevard, Suite 200, Los Angeles, CA, 90064",34.03165,-118.45535,3719.1964867752336 km
EPIQ SYSTEMS INC,"501 Kansas Avenue, Kansas City, KS, 66105",39.08682,-94.62175,1521.0848173394336 km
CIENA CORP,"7035 Ridge Road, Hanover, MD, 21076",39.19188,-76.70236,43.75713319155221 km
SILGAN HOLDINGS INC,"4 Landmark Square, Suite 400, Stamford, CT, 6901",41.055009999999996,-73.53765,383.11691940226194 km
CARMAX INC,"12800 Tuckahoe Creek Parkway, Richmond, VA, 23238",37.63628,-77.6717,150.57519276421826 km
ROVI CORP,"2830 De La Cruz Boulevard, Santa Clara, CA, 95050",37.37177,-121.9445,3900.4898218549724 km
GULF ISLAND FABRICATION INC,"16225 Park Ten Place, Suite 280, Houston, TX, 77084",29.786109999999997,-95.66389000000001,1983.7783176493824 km
TAKE-TWO INTERACTIVE SFTWR,"622 Broadway, New York, NY, 10012",40.72578,-73.99594,330.24181473916497 km
RAMBUS INC,"1050 Enterprise Way, Suite 700, Sunnyvale, CA, 94089",37.40452,-122.03596999999999,3907.209569711406 km
AMAZON.COM INC,"410 Terry Avenue North, Seattle, WA, 98109",47.62215,-122.33681000000001,3746.0985837621856 km
UNITED COMMUNITY BANKS INC,"125 Highway 515 East, Blairsville, GA, 30512",34.87827,-83.95868,760.8515871913401 km
ALEXANDRIA R E EQUITIES INC,"385 East Colorado Boulevard, Suite 299, Pasadena, CA, 91101",34.146229999999996,-118.14227,3687.6819415289897 km
QORVO INC,"7628 Thorndike Road, Greensboro, NC, 27409",36.07629,-79.96534,406.20949225920504 km
RALPH LAUREN CORP,"650 Madison Avenue, New York, NY, 10022",40.76408,-73.97168,334.44219909701263 km
MAXIMUS INC,"1891 Metro Center Drive, Reston, VA, 20190",38.9493,-77.34074,26.81084716700937 km
BOSTON PROPERTIES INC,"The Prudential Center, Suite 1900, 800 Boylston Street, Boston, MA, 02199-8103",42.34839,-71.08346,632.7692888297643 km
COMFORT SYSTEMS USA INC,"675 Bering Drive, Suite 400, Houston, TX, 77057",29.761429999999997,-95.47884,1970.8460697483451 km
HELIX ENERGY SOLUTIONS GROUP,"3505 West Sam Houston Parkway North, Suite 400, Houston, TX, 77043",29.825259999999997,-95.56515999999999,1973.4909510946136 km
ARCHROCK INC,"16666 Northchase Drive, Houston, TX, 77060",29.942390000000003,-95.4021,1953.126937702277 km
8X8 INC,"2125 O'Nel Drive, San Jose, CA, 95131",37.37408,-121.92432,3898.70386200424 km
OUTERWALL INC,"1800 114th Avenue SE, Bellevue, WA, 98004",47.59603,-122.18933,3735.1162027062865 km
CORRECTIONS CORP AMER,"10 Burton Hills Boulevard, Nashville, TN, 37215",36.0936,-86.8217,918.7984380094379 km
BANK OF THE OZARKS INC,"17901 Chenal Parkway, Little Rock, AR, 72223",34.77021,-92.45968,1447.6971152991953 km
JONES LANG LASALLE INC,"200 East Randolph Drive, Chicago, IL, 60601",41.885020000000004,-87.6215,956.9946542046051 km
CARRIZO OIL & GAS INC,"500 Dallas Street, Suite 2300, Houston, TX, 77002",29.75755,-95.3704,1962.603963512834 km
UMPQUA HOLDINGS CORP,"One SW Columbia Street, Suite 1200, Portland, OR, 97258",45.51594,-122.68703000000001,3787.9469566610774 km
SL GREEN REALTY CORP,"420 Lexington Avenue, New York, NY, 10170",40.75267,-73.97593,333.3899002241289 km
PETMED EXPRESS INC,"1441 SW 29th Avenue, Pompano Beach, FL, 33069",26.21196,-80.16315999999999,1436.8307841920962 km
